customer_id,age,income,tenure_months,product_count,transactions_30d,app_sessions_30d,avg_balance,complaints_90d,salary_credit,card_utilization,recent_inactivity_days,balance_change_90d,region,retention_campaign,churn_90d,account_closed,post_churn_balance,churn_reason,pre_txn_rate,post_txn_rate
203986,33,48683.63,60,3,11,12,12280.06,1,1,0.3737,19,-0.2061,North,0,0,0,9905.93,none,13.0,8.11
203987,28,116169.63,101,3,22,11,13305.51,0,0,0.2274,41,-0.2517,North,1,0,0,15534.13,none,19.22,24.29
203988,45,63816.53,72,3,20,8,18992.1,1,0,0.4817,13,-0.1556,East,1,0,0,18416.63,none,20.13,27.42
203989,53,188855.44,90,2,13,10,7511.78,0,1,0.4473,43,0.2864,South,0,0,0,7470.12,none,10.55,12.82
203990,30,52179.23,78,1,15,7,10778.79,0,0,0.5773,70,-0.0838,West,0,0,0,12732.17,none,11.19,8.84
203991,43,29678.85,58,2,21,7,2902.69,0,0,0.7134,6,0.1618,South,0,0,0,2740.92,none,17.43,15.8
203992,29,113882.73,191,2,20,13,12123.94,0,1,0.6206,4,0.1857,South,0,0,0,13732.53,none,19.84,16.98
203993,37,90990.73,37,1,14,7,2493.45,0,0,0.2436,5,0.1539,South,0,1,1,68.29,service,13.1,13.24
203994,32,139432.41,24,4,20,6,4271.5,0,1,0.4024,31,0.1274,North,1,0,0,3870.84,none,11.68,11.49
203995,47,85367.91,67,3,16,10,13394.54,0,1,0.2562,3,0.0952,East,1,0,0,11626.06,none,14.48,18.69
203996,33,260778.4,59,1,19,10,8390.9,0,1,0.4311,12,-0.3414,West,0,0,0,8684.12,none,15.35,12.25
203997,51,64895.46,68,4,14,13,1552.22,0,0,0.5617,18,0.1256,West,1,0,0,1266.48,none,12.31,9.37
203998,37,128013.04,113,2,16,4,2289.39,0,1,0.104,41,-0.2549,West,0,0,0,2544.57,none,22.83,24.32
203999,33,53928.79,40,2,28,7,25509.93,0,0,0.4044,12,-0.1524,East,0,1,1,449.64,competitor,30.27,28.75
204000,26,94362.45,13,3,20,13,6795.27,0,1,0.5974,1,-0.019,North,0,0,0,6997.97,none,19.85,17.74
204001,43,104540.91,240,4,21,13,15324.61,0,1,0.0682,27,-0.0908,East,0,0,0,15380.77,none,16.51,13.31
204002,50,113815.15,59,5,14,9,5080.3,0,1,0.1925,17,-0.0627,East,0,0,0,4901.02,none,14.09,16.73
204003,43,110348.74,89,6,14,3,21220.51,0,0,0.5445,24,-0.0124,East,0,0,0,20925.62,none,11.1,9.37
204004,65,18000.0,61,1,20,9,8964.49,0,1,0.4247,3,0.0559,East,0,0,0,8809.72,none,19.14,20.84
204005,56,69331.1,53,6,21,7,26588.27,1,0,0.4391,44,0.1162,East,1,0,0,24459.86,none,22.84,25.08
204006,37,52476.05,62,3,17,8,5879.16,0,0,0.6348,20,-0.3715,South,1,0,0,4936.06,none,15.69,20.23
204007,37,58488.45,91,2,15,12,28621.44,0,0,0.4702,21,0.3506,East,0,0,0,24470.8,none,11.72,14.47
204008,45,61607.94,110,2,16,6,4560.15,1,1,0.1554,4,0.0406,North,0,0,0,5167.73,none,12.17,11.43
204009,31,123257.64,142,4,19,10,19144.54,0,1,0.1522,9,0.1902,West,0,0,0,16211.81,none,18.59,22.25
204010,53,80486.12,97,1,17,5,21332.74,0,1,0.2908,11,-0.141,West,0,0,0,17372.48,none,17.86,20.64
204011,44,54463.37,60,2,13,9,18551.22,0,0,0.3643,29,0.0433,North,1,0,0,20395.69,none,2.82,7.6
204012,43,32108.49,187,3,20,18,5237.9,0,0,0.1923,9,-0.0532,South,0,0,0,5820.3,none,16.74,12.13
204013,48,167309.91,90,3,23,9,2654.49,0,0,0.8019,7,0.0194,East,0,0,0,2337.45,none,17.91,15.1
204014,59,50432.77,99,2,23,11,12334.99,0,0,0.3266,11,0.0263,West,1,0,0,13905.34,none,16.89,19.77
204015,42,67005.69,143,2,16,9,1384.47,0,1,0.3087,23,0.1142,South,1,0,0,1538.28,none,15.13,18.35
204016,39,233467.76,67,2,8,9,2035.95,0,0,0.5107,1,-0.0847,East,0,0,0,2014.99,none,9.71,12.32
204017,57,51193.21,136,4,16,8,21395.21,0,1,0.5129,23,-0.0934,East,0,1,1,2166.87,competitor,8.57,5.71
204018,51,61870.44,24,2,22,8,14827.1,0,0,0.1155,11,-0.0794,North,0,0,0,14162.71,none,24.01,20.93
204019,36,81807.16,63,3,24,12,13420.9,0,0,0.2661,15,0.4456,East,0,0,0,14988.63,none,30.5,29.47
204020,40,29766.86,152,2,19,7,3101.73,1,1,0.5085,9,-0.1237,North,0,0,0,2698.12,none,17.58,9.53
204021,42,27929.31,121,2,28,8,8883.49,0,1,0.17,12,-0.0318,North,0,0,0,8765.84,none,28.87,28.76
204022,44,55245.06,82,6,22,12,11188.92,0,0,0.2673,25,0.0976,South,0,0,0,13345.08,none,28.41,25.93
204023,25,56306.75,33,3,21,5,19181.69,0,1,0.5067,35,-0.0737,North,1,0,0,17869.49,none,16.28,20.54
204024,23,77516.48,19,2,18,6,7055.37,0,0,0.2994,25,0.1186,South,0,0,0,8427.77,none,15.13,13.38
204025,30,42046.21,65,2,10,8,17725.41,0,1,0.0584,7,0.0005,East,0,0,0,17865.64,none,9.5,5.86
204026,29,91410.04,61,4,16,10,5257.28,0,1,0.2447,12,0.1312,North,1,0,0,5896.83,none,10.07,9.52
204027,33,21987.45,109,3,19,14,7619.24,1,1,0.3031,46,0.1135,East,1,0,0,7018.05,none,19.01,20.85
204028,47,69269.58,73,3,19,5,11357.24,0,0,0.2272,21,-0.2487,West,0,0,0,11599.27,none,21.12,24.65
204029,38,87773.8,118,2,19,7,7394.71,0,1,0.8451,18,0.1357,West,0,0,0,7441.65,none,17.1,14.06
204030,42,86255.21,80,2,16,4,4441.16,0,1,0.1614,8,0.2697,East,0,0,0,4569.1,none,19.56,19.67
204031,27,65834.17,37,3,22,9,12443.72,0,0,0.3727,6,0.1325,South,0,0,0,14889.1,none,20.45,20.15
204032,35,50072.9,87,2,19,12,8509.79,0,1,0.6457,5,0.0995,South,0,0,0,7782.46,none,19.47,20.13
204033,46,64789.1,70,3,18,10,14113.85,0,1,0.3449,22,0.1946,South,0,0,0,14588.79,none,15.92,11.93
204034,47,141931.38,65,5,21,5,14661.46,0,0,0.7583,5,0.0109,South,0,0,0,13619.33,none,19.23,19.02
204035,32,51777.67,72,1,24,9,7541.44,0,0,0.5355,7,-0.0967,South,0,0,0,6471.51,none,28.06,33.54
204036,42,123300.82,82,1,20,8,13108.8,0,0,0.3705,35,-0.0331,South,0,0,0,14100.08,none,25.0,25.86
204037,64,134578.91,67,3,15,8,10273.71,0,0,0.6827,62,-0.2057,South,1,0,0,10295.78,none,11.97,13.59
204038,40,27713.67,26,3,12,10,8400.97,0,0,0.3199,25,0.1633,East,0,0,0,9245.36,none,6.08,4.19
204039,32,67099.93,29,4,15,11,26641.62,0,0,0.1079,4,-0.0178,South,0,0,0,27613.68,none,12.97,16.44
204040,38,42052.05,53,2,11,4,4546.63,0,0,0.5622,17,-0.3327,North,0,0,0,5422.1,none,10.59,8.6
204041,41,31521.11,130,3,18,7,4917.64,1,1,0.4245,14,0.169,North,1,0,0,5002.34,none,13.44,14.48
204042,38,111305.99,75,1,15,10,24921.02,0,1,0.2026,9,0.1047,South,0,0,0,20072.99,none,14.88,12.55
204043,40,93409.56,66,1,26,12,23100.62,1,1,0.4857,30,-0.0236,East,1,1,1,4342.51,competitor,23.91,28.79
204044,24,83226.75,183,1,18,12,13083.6,2,1,0.3231,14,-0.0368,East,0,0,0,15674.44,none,15.8,18.68
204045,29,39632.24,80,1,14,8,8683.41,0,1,0.3512,9,0.2308,North,0,0,0,9906.51,none,16.86,15.81
204046,38,80835.92,67,1,24,5,3394.43,0,0,0.8416,27,-0.3978,North,0,0,0,2858.43,none,21.54,22.58
204047,38,35019.72,56,4,16,8,16143.72,0,0,0.4518,13,-0.0633,West,0,0,0,15169.28,none,12.58,11.91
204048,34,75125.51,51,5,20,8,44533.24,1,1,0.5011,14,0.1467,South,0,0,0,45280.09,none,15.85,13.5
204049,38,50039.52,22,3,23,7,6558.42,0,0,0.3824,5,0.0376,South,0,0,0,6041.98,none,22.13,20.76
204050,41,128329.49,67,3,14,12,10786.04,0,0,0.415,23,-0.0054,West,1,0,0,10741.72,none,8.5,9.84
204051,50,58964.55,31,3,14,7,15872.96,0,0,0.534,16,0.1294,West,0,0,0,18255.4,none,16.12,22.63
204052,39,81765.0,41,1,19,6,4701.41,0,0,0.6297,6,0.0051,South,0,0,0,5276.1,none,19.66,16.92
204053,44,81860.66,31,5,19,12,9109.82,0,1,0.2722,39,0.186,West,0,0,0,9447.31,none,20.6,23.05
204054,34,69060.04,176,5,21,16,4624.57,1,1,0.2638,40,0.019,East,1,0,0,5257.36,none,19.18,23.95
204055,46,76294.34,78,4,20,7,11679.97,0,1,0.1183,22,-0.1023,West,0,0,0,9555.5,none,21.73,24.13
204056,44,85093.04,134,2,23,14,28718.08,0,1,0.5866,45,-0.0936,North,0,0,0,33300.79,none,19.66,21.95
204057,50,43976.24,105,3,16,8,12802.85,0,0,0.1157,68,-0.1574,North,1,0,0,13120.14,none,11.41,10.18
204058,48,89862.68,59,3,16,7,8855.14,0,1,0.6227,12,0.1523,North,0,0,0,7945.95,none,16.23,14.21
204059,46,115791.53,45,1,24,5,14657.81,0,0,0.345,30,-0.0259,South,1,0,0,13754.46,none,21.13,21.15
204060,39,89586.76,58,5,11,13,3729.44,0,0,0.086,6,-0.0403,South,0,0,0,4067.83,none,12.01,8.31
204061,43,59256.22,38,3,18,8,35645.31,0,1,0.1091,2,-0.224,North,0,0,0,42408.31,none,13.63,14.68
204062,52,79248.39,14,1,20,10,28245.5,0,1,0.2539,8,0.4374,East,0,0,0,28090.86,none,13.47,13.49
204063,33,58944.57,24,2,23,4,11624.44,0,0,0.0921,26,-0.0225,North,0,0,0,13183.5,none,22.2,17.92
204064,33,67448.15,95,2,13,6,16052.19,0,1,0.1157,10,0.1806,East,0,0,0,16032.41,none,13.71,11.48
204065,42,37466.16,26,3,19,8,15631.46,0,1,0.2873,7,-0.273,West,0,0,0,15925.46,none,17.72,16.88
204066,45,153807.59,41,2,21,9,10368.27,0,1,0.6435,11,0.2312,North,0,0,0,10439.76,none,15.13,13.09
204067,31,208759.79,56,1,18,6,13758.54,0,0,0.3771,20,0.307,East,0,0,0,12489.43,none,20.04,17.48
204068,39,48886.64,32,2,22,5,4171.38,0,0,0.6793,29,-0.3978,North,1,0,0,4653.97,none,20.11,21.79
204069,39,110947.84,89,3,17,7,9052.23,0,0,0.2604,16,0.0736,South,0,0,0,7450.67,none,16.64,17.96
204070,18,160532.05,116,2,14,9,9807.14,0,1,0.3157,21,-0.2011,North,0,1,1,1931.47,fees,14.96,14.78
204071,38,42519.86,26,2,21,7,13833.21,0,1,0.5753,14,-0.1181,East,0,0,0,12130.95,none,24.29,28.4
204072,38,21966.71,25,4,13,10,8435.48,0,1,0.2345,21,-0.0468,South,0,0,0,8551.03,none,8.1,10.03
204073,38,165820.48,47,4,19,8,8477.89,0,1,0.1529,12,0.2515,West,0,0,0,8331.54,none,20.89,17.26
204074,56,71592.3,98,2,14,9,4400.81,1,1,0.5695,6,0.0334,North,1,0,0,4293.89,none,12.32,12.62
204075,27,54106.06,97,2,18,13,30564.67,0,1,0.2901,2,0.0045,East,0,0,0,27617.61,none,18.52,16.28
204076,31,73899.26,23,2,18,12,24651.11,1,1,0.2127,16,-0.1623,North,1,0,0,25010.6,none,15.74,19.14
204077,18,58772.41,83,2,19,12,10464.49,0,1,0.4092,7,-0.0814,East,0,0,0,9806.11,none,21.05,17.83
204078,35,300000.0,58,3,20,10,21493.65,0,1,0.157,31,-0.0149,North,0,0,0,19771.13,none,17.26,16.11
204079,36,53773.3,124,4,21,10,15885.36,0,1,0.548,4,-0.1746,North,1,0,0,17410.14,none,20.26,20.38
204080,34,86202.15,36,6,19,11,15109.25,0,1,0.3498,35,0.1274,West,0,0,0,15564.71,none,23.23,21.27
204081,52,146555.08,31,4,18,8,50204.87,0,0,0.6964,17,0.0867,East,1,0,0,57346.19,none,14.85,17.75
204082,49,146167.19,101,6,21,10,1373.54,0,1,0.165,30,0.1391,South,0,0,0,1235.94,none,22.58,24.01
204083,41,131559.53,23,3,16,10,18488.86,0,1,0.3411,1,0.2518,North,0,0,0,20063.41,none,10.5,11.66
204084,36,56971.12,70,4,19,7,4504.52,0,1,0.4434,33,-0.106,South,0,0,0,4640.19,none,19.42,21.18
204085,51,66221.94,61,4,16,11,6304.52,0,1,0.3608,19,0.2653,West,0,0,0,5408.73,none,17.93,17.0
204086,40,21773.87,48,2,19,5,11851.93,0,0,0.3382,6,0.1782,North,0,0,0,11855.46,none,15.08,12.83
204087,31,69109.6,54,3,23,11,4878.22,0,1,0.2657,35,-0.0942,South,0,0,0,5704.82,none,25.85,24.25
204088,21,73310.94,70,1,25,11,7484.27,0,1,0.0341,22,-0.0733,North,1,0,0,6414.16,none,21.61,19.81
204089,35,108268.46,16,2,14,8,946.5,0,0,0.3236,4,-0.0968,South,0,0,0,1004.73,none,14.53,17.01
204090,48,193288.55,37,3,16,5,23445.97,0,0,0.2646,11,-0.0884,East,0,0,0,24705.42,none,13.1,7.64
204091,65,106472.47,19,4,18,6,22539.4,0,1,0.1849,2,-0.1615,East,0,0,0,24029.78,none,11.07,7.23
204092,41,129738.51,10,6,16,10,4818.94,0,1,0.4257,21,0.4189,South,0,0,0,5546.4,none,18.01,9.03
204093,32,71311.66,22,4,15,7,8992.42,1,0,0.434,9,-0.0692,North,0,0,0,9988.65,none,14.55,17.64
204094,27,145915.81,60,5,13,5,28466.64,0,0,0.2075,3,-0.189,North,0,0,0,29700.9,none,12.94,8.75
204095,46,72442.19,90,2,19,8,13614.58,0,1,0.5524,19,-0.0826,North,0,0,0,13309.99,none,22.31,24.13
204096,21,134827.95,115,5,20,7,47072.84,0,1,0.0907,7,0.1259,East,0,0,0,43616.0,none,17.55,13.05
204097,46,112071.93,110,2,14,7,37970.88,1,1,0.5204,20,0.2466,North,0,0,0,35683.58,none,13.15,15.98
204098,49,89359.3,72,2,14,14,2110.22,0,1,0.3328,20,-0.0867,West,0,1,0,503.57,inactive,15.53,14.71
204099,45,30853.96,14,2,23,8,13068.29,0,0,0.5511,16,0.0932,North,0,0,0,11108.32,none,23.07,24.58
204100,38,131368.58,17,1,21,7,5010.94,0,0,0.2107,18,-0.1254,West,0,0,0,5229.7,none,16.73,21.32
204101,46,88645.1,23,4,23,10,23578.54,0,0,0.2412,29,-0.344,East,0,0,0,22143.44,none,20.79,23.54
204102,42,105962.19,88,3,18,13,13054.6,0,0,0.4054,40,-0.0956,South,0,0,0,12866.09,none,16.54,14.83
204103,31,85551.1,33,3,18,5,3876.27,0,1,0.5521,2,0.1127,North,1,0,0,4593.46,none,14.87,21.67
204104,60,94059.52,113,2,16,9,11436.98,0,1,0.3936,20,0.0833,North,1,0,0,9575.55,none,10.42,11.73
204105,36,147234.39,40,4,16,12,1662.57,0,1,0.6015,22,0.0355,East,1,0,0,1945.94,none,15.48,18.34
204106,49,55479.2,84,2,22,10,8218.35,0,1,0.2561,4,0.062,North,0,0,0,6756.96,none,21.37,23.0
204107,18,93117.98,83,3,11,8,5403.72,0,0,0.0998,5,0.0754,North,0,0,0,4407.04,none,9.99,5.09
204108,54,46949.7,129,3,22,12,8660.57,0,0,0.4798,6,0.0612,West,0,0,0,7487.43,none,23.47,24.63
204109,56,98873.39,62,1,20,11,12089.14,0,0,0.2335,11,-0.2585,North,0,0,0,12137.96,none,19.04,14.94
204110,40,82671.43,63,5,16,15,7707.78,0,0,0.2607,21,0.0372,West,0,0,0,7313.15,none,14.81,8.8
204111,46,50888.31,67,4,18,7,4295.09,0,0,0.1537,6,0.158,West,0,0,0,3641.7,none,16.17,14.31
204112,46,75806.29,110,2,17,11,3109.07,0,1,0.1393,26,0.048,South,1,0,0,3412.53,none,17.28,15.99
204113,33,52661.04,35,1,15,5,9351.19,0,1,0.437,14,0.008,North,0,0,0,10836.84,none,17.09,16.51
204114,46,58484.72,54,1,13,6,25513.14,0,1,0.2332,18,-0.0796,West,1,0,0,27112.37,none,11.18,18.77
204115,31,87514.98,64,4,12,8,5782.43,0,0,0.3098,13,0.1528,South,0,0,0,5141.76,none,13.45,13.81
204116,33,83453.16,24,1,18,8,4334.7,0,0,0.3724,4,-0.0687,South,0,0,0,3832.0,none,14.82,12.15
204117,52,25038.21,51,3,16,14,37921.46,1,0,0.4868,18,-0.0254,North,0,0,0,35531.05,none,15.16,14.59
204118,51,88273.06,82,4,18,9,4312.77,0,1,0.0945,40,-0.1409,North,0,1,1,878.2,fees,16.63,25.14
204119,32,60936.54,28,2,14,10,7810.67,1,1,0.5425,7,0.0567,West,0,0,0,7230.4,none,15.43,10.11
204120,32,57328.44,98,3,30,7,27399.52,0,1,0.4397,16,-0.062,North,0,0,0,30970.09,none,29.97,27.84
204121,33,38734.51,67,3,19,9,16801.35,0,0,0.4478,23,0.021,East,0,0,0,16327.25,none,15.67,12.07
204122,48,70224.76,121,3,13,10,2027.19,0,1,0.6716,26,-0.2925,West,1,0,0,1755.83,none,9.53,7.24
204123,29,54001.21,120,5,16,3,32942.63,0,1,0.7009,10,-0.0535,West,0,1,1,1470.29,service,17.52,23.24
204124,44,145053.65,148,2,23,8,18778.16,0,1,0.3455,15,0.0943,North,0,0,0,15681.76,none,22.39,15.35
204125,48,27508.06,67,4,20,5,33773.08,0,1,0.4403,7,0.5347,West,0,0,0,27073.18,none,19.54,19.63
204126,39,42372.86,91,1,19,14,20654.41,0,0,0.1503,18,0.2699,East,0,0,0,17826.95,none,19.13,16.2
204127,51,40823.93,71,4,12,5,60818.81,0,1,0.4777,23,-0.1271,East,0,0,0,68794.86,none,7.79,9.66
204128,37,83007.24,55,4,22,9,7955.11,0,1,0.551,17,0.156,East,0,0,0,7388.88,none,21.57,20.29
204129,38,137261.31,60,4,20,17,6476.29,0,1,0.1415,16,-0.0111,West,0,0,0,7495.42,none,21.15,20.73
204130,29,94953.1,45,6,23,11,12022.23,0,0,0.1241,33,-0.1368,North,0,0,0,10708.44,none,23.87,23.2
204131,51,39433.28,31,2,23,11,2188.46,0,0,0.2293,6,-0.0133,South,0,0,0,2456.12,none,26.56,21.61
204132,32,56859.83,64,1,20,10,6984.17,0,1,0.6681,10,0.0551,West,0,0,0,5932.0,none,17.21,18.75
204133,44,46137.17,75,3,15,8,35598.68,0,1,0.3139,3,0.2496,South,0,0,0,34551.45,none,19.8,22.19
204134,39,95194.14,47,4,13,5,6991.82,0,0,0.2574,18,-0.0569,West,0,0,0,7932.6,none,14.94,16.36
204135,28,56227.3,48,2,21,11,6104.94,0,1,0.3939,8,0.0477,South,0,0,0,6990.91,none,21.98,16.55
204136,33,33103.11,150,4,17,9,22890.14,1,0,0.671,31,-0.1518,North,1,0,0,26223.1,none,16.83,16.31
204137,55,99310.84,53,2,20,16,10113.46,0,1,0.3865,16,0.2801,East,0,0,0,9647.0,none,22.72,25.5
204138,42,144237.08,25,3,23,10,5768.2,0,1,0.6793,28,0.0857,West,1,0,0,5180.52,none,26.4,29.94
204139,29,65261.11,63,2,14,11,8070.35,0,1,0.061,19,-0.0744,North,0,0,0,8218.31,none,12.71,15.74
204140,43,76929.26,61,2,18,12,35936.55,0,1,0.232,5,0.0556,East,0,0,0,30394.18,none,13.11,11.47
204141,38,31443.76,61,2,22,14,28775.81,0,1,0.2196,1,0.076,West,0,0,0,26207.56,none,23.21,21.48
204142,75,23198.45,66,3,19,9,9792.33,0,1,0.4416,10,-0.0852,North,0,0,0,9054.08,none,19.67,16.59
204143,43,26040.94,50,3,13,6,4739.87,0,1,0.1093,15,0.1809,South,0,0,0,5339.61,none,11.52,12.9
204144,36,70250.62,39,1,22,10,8568.72,0,1,0.1166,22,-0.2771,East,0,0,0,7030.28,none,24.29,23.4
204145,56,60782.26,16,3,25,8,8097.01,0,1,0.2889,17,0.0289,East,1,0,0,7965.44,none,20.74,22.49
204146,20,97231.43,30,3,14,10,17941.36,0,1,0.1033,20,-0.0749,East,0,1,1,584.96,inactive,14.47,13.22
204147,41,64583.37,84,6,18,9,9857.58,0,0,0.2966,11,-0.0822,South,0,0,0,8165.82,none,20.49,15.52
204148,62,123957.05,147,3,17,5,5974.9,0,1,0.1513,11,0.1513,West,0,0,0,5673.49,none,14.19,3.48
204149,39,116327.88,39,3,13,13,19057.63,1,0,0.1547,15,-0.5894,South,0,0,0,20018.15,none,12.79,10.54
204150,21,60298.86,50,3,24,2,22694.6,0,1,0.3504,15,0.1208,West,0,0,0,18214.72,none,29.85,26.64
204151,36,41461.89,62,3,19,7,24459.45,0,1,0.4045,31,-0.2031,North,0,0,0,25992.53,none,20.9,19.93
204152,56,25097.73,175,1,16,8,4266.21,0,1,0.4137,13,0.1742,North,0,0,0,3478.61,none,13.38,6.62
204153,44,158400.89,62,2,14,7,2801.04,0,1,0.7316,12,0.2166,West,0,0,0,2382.21,none,15.22,14.25
204154,31,42874.48,185,2,17,16,12478.74,1,1,0.2995,24,0.272,North,1,0,0,12581.16,none,18.24,22.75
204155,32,31614.87,16,3,20,8,7211.11,1,1,0.3914,5,-0.2471,East,1,0,0,8018.71,none,16.46,13.8
204156,34,77330.44,18,3,17,8,12151.79,0,0,0.7071,16,0.0327,West,1,0,0,14058.38,none,16.35,15.34
204157,44,31769.87,137,3,24,6,4984.82,0,0,0.3172,17,0.2836,East,1,0,0,5880.81,none,23.51,25.36
204158,55,77287.66,32,3,21,10,21119.54,0,1,0.1482,7,-0.5154,North,0,0,0,24960.01,none,14.81,12.84
204159,52,59841.25,55,2,12,11,54615.9,0,1,0.3709,25,0.4776,North,0,0,0,60740.65,none,7.03,10.16
204160,45,119664.21,53,5,22,12,7932.35,0,1,0.3565,10,-0.1008,West,0,0,0,8000.37,none,25.59,21.6
204161,25,114074.2,21,2,19,9,8178.24,0,1,0.3148,34,-0.1532,West,0,0,0,8855.78,none,20.3,18.15
204162,25,132091.33,56,4,22,7,23554.46,0,1,0.4089,37,-0.1246,West,1,0,0,20461.07,none,21.73,23.89
204163,46,80649.3,209,6,18,11,2202.65,0,0,0.5777,13,-0.0684,South,0,0,0,1859.91,none,12.93,5.4
204164,25,44906.35,108,1,15,12,3060.06,0,1,0.2443,14,-0.1547,East,0,0,0,3149.3,none,15.31,15.02
204165,38,40706.14,24,3,18,6,6168.26,0,1,0.3914,13,0.086,South,0,0,0,5659.02,none,21.0,18.28
204166,43,53773.62,20,2,18,8,5279.32,1,1,0.2908,20,0.023,South,0,0,0,4346.18,none,18.92,19.17
204167,27,215619.93,87,4,19,8,37127.18,0,1,0.2957,15,-0.0011,South,0,0,0,42428.82,none,19.53,15.76
204168,29,62778.5,153,6,21,9,11050.93,0,0,0.1678,12,-0.0911,East,0,0,0,12919.84,none,20.99,18.7
204169,39,78667.07,182,4,15,8,2364.47,0,0,0.3314,33,0.1678,East,0,0,0,2234.47,none,14.91,18.26
204170,46,165984.39,81,4,16,14,35981.96,1,1,0.1554,9,-0.29,North,0,0,0,28930.39,none,15.11,11.19
204171,52,82822.8,24,1,17,9,59167.52,0,1,0.4795,47,-0.1679,East,0,0,0,62795.81,none,20.29,22.06
204172,47,47698.88,81,4,17,12,12481.39,0,0,0.3029,32,-0.0637,West,0,0,0,13252.69,none,17.57,10.36
204173,41,107581.95,32,4,20,7,5929.34,1,1,0.3091,24,-0.0966,South,1,0,0,6335.94,none,14.11,18.72
204174,32,56883.45,75,3,16,11,3359.59,0,1,0.7058,5,0.1203,South,0,0,0,2796.26,none,17.18,15.04
204175,28,84409.93,97,1,16,5,3806.61,0,1,0.2462,9,0.0125,South,0,0,0,3530.89,none,16.87,21.17
204176,34,95426.12,40,2,19,6,41991.64,0,0,0.4263,10,0.1813,West,0,0,0,46755.27,none,15.62,12.02
204177,45,54860.76,130,4,17,7,3336.06,0,1,0.2664,23,0.1045,West,0,0,0,3081.23,none,15.74,14.13
204178,44,79771.83,57,2,21,9,7106.53,0,1,0.2272,3,0.1372,West,0,0,0,5980.59,none,21.71,20.85
204179,18,173589.19,54,3,21,4,3550.1,0,1,0.1437,7,-0.2075,North,0,0,0,3978.76,none,23.42,18.68
204180,31,51012.57,39,3,15,8,4069.64,0,1,0.1568,2,0.1429,North,1,0,0,3937.82,none,10.66,13.55
204181,53,148555.26,85,2,17,10,7588.61,0,0,0.32,13,-0.0688,North,0,0,0,7456.78,none,15.45,17.21
204182,41,52033.77,93,4,21,6,2931.38,0,0,0.4886,30,0.3354,South,0,0,0,3487.94,none,17.93,15.84
204183,24,193989.49,9,4,21,10,28005.69,0,1,0.2098,7,-0.2914,North,0,0,0,27493.34,none,20.32,19.55
204184,66,44976.89,134,4,16,11,11950.18,0,1,0.4527,6,0.0015,North,0,0,0,14108.64,none,15.39,15.91
204185,40,57976.95,52,4,18,6,14732.28,0,1,0.4073,34,-0.1606,West,0,0,0,16988.95,none,18.53,17.79
204186,44,165043.12,73,4,20,8,18880.79,1,0,0.2839,8,-0.1482,West,0,0,0,20198.32,none,24.2,26.23
204187,44,169083.75,55,2,18,7,4004.23,0,0,0.4214,6,-0.1906,South,0,0,0,3728.38,none,18.73,20.5
204188,36,112933.68,79,3,18,10,20879.59,0,0,0.5344,14,0.1568,North,0,0,0,17125.78,none,13.63,10.46
204189,32,39711.82,100,1,18,8,5052.54,0,1,0.4789,21,-0.0342,West,0,0,0,5635.47,none,15.54,15.68
204190,63,75338.49,63,3,18,6,2804.02,1,1,0.4165,36,-0.251,East,1,0,0,2753.26,none,14.58,13.97
204191,51,72049.46,53,2,17,7,9235.96,1,1,0.1001,8,0.1093,North,0,0,0,8582.46,none,17.11,15.93
204192,49,44968.8,61,2,13,7,29263.61,0,1,0.1053,12,-0.1723,West,0,0,0,27290.21,none,13.58,18.83
204193,46,105628.32,80,3,20,9,3857.55,0,1,0.4317,55,0.0163,South,0,0,0,4595.38,none,19.99,15.02
204194,29,46968.86,64,2,15,4,3386.79,0,1,0.2828,10,0.1923,South,0,0,0,4033.67,none,13.63,14.16
204195,54,35404.61,78,1,20,12,46258.23,0,1,0.2772,9,-0.1,East,0,0,0,47277.76,none,21.97,23.27
204196,31,29523.57,71,1,21,6,5052.5,1,0,0.5366,5,-0.1461,South,1,0,0,4985.46,none,21.62,21.4
204197,43,184643.79,63,3,18,4,21666.79,0,1,0.1252,14,0.0319,North,0,0,0,20559.22,none,16.73,18.2
204198,22,54374.77,61,3,11,13,45853.48,1,0,0.5415,6,0.092,South,0,0,0,50332.78,none,10.99,14.82
204199,18,55005.78,61,2,13,8,4111.82,0,0,0.5225,34,-0.1238,South,0,0,0,4313.93,none,10.35,9.21
204200,44,40845.54,53,1,20,8,24071.21,0,1,0.5831,17,0.1826,West,1,0,0,28093.61,none,15.42,19.78
204201,31,152783.93,42,4,23,9,110357.14,0,1,0.2706,9,0.2505,West,0,0,0,92411.56,none,20.11,19.13
204202,18,33701.03,55,1,21,9,9853.79,0,1,0.0722,10,-0.1807,East,0,0,0,8428.93,none,22.15,18.74
204203,46,37128.78,63,2,12,8,55415.9,0,1,0.1409,9,-0.1593,South,1,0,0,49793.83,none,14.73,10.05
204204,63,60319.82,92,2,12,11,14798.9,1,1,0.7845,4,0.0227,East,1,0,0,13819.1,none,12.72,16.54
204205,55,71151.0,96,3,15,5,14043.76,0,1,0.36,6,0.3067,South,0,0,0,11652.14,none,16.87,14.0
204206,37,103432.12,142,2,16,6,50832.18,1,1,0.136,25,-0.162,East,1,0,0,45950.99,none,14.18,19.87
204207,40,49654.49,77,4,14,8,4346.56,0,1,0.3415,32,-0.2771,South,0,0,0,4654.74,none,9.39,4.82
